Case,Region,Variable_French,Type,Year,Value,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2011,1088.819,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2012,1232.854,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2013,1613.835,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2014,943.5151,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2015,916.6113,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2016,1379.165,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2017,1321.478,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2018,1432.906,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2019,1559.05,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2020,1559.052,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2021,1559.05,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2022,1685.195,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2023,1685.195,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2024,1685.195,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2025,1685.195,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2026,1811.339,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2027,1811.339,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2028,1811.338,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2029,1811.339,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2030,1853.387,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2031,1853.387,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2032,1853.386,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2033,1853.386,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2034,1853.386,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2035,1853.386,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2036,1853.388,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2037,1853.387,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2038,1853.387,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2039,1853.386,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2040,1853.386,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2005,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2006,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2007,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2008,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2009,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2010,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2011,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2012,22,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2013,117,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2014,113,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2015,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2016,0,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2017,438.0091,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2018,438.0091,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2019,438.0089,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2020,437.9988,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2021,438.001,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2022,437.9999,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2023,438.0002,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2024,438.0001,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2025,437.9988,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2026,437.9997,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2027,438.0001,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2028,438.0005,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2029,438.0001,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2030,438,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2031,438.0001,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2032,438.0001,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2033,437.9998,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2034,433.7781,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2035,428.1722,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2036,426.1893,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2037,418.5568,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2038,393.5708,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2039,385.4404,,
Avancées technologiques,Saskatchewan,Biomasse / géothermique,Combustible Principal,2040,376.1697,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2005,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2006,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2007,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2008,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2009,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2010,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2011,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2012,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2013,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2014,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2015,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2016,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2017,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2018,0,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2019,3.8464,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2020,4.0931,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2021,3.5794,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2022,3.2338,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2023,18.909,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2024,18.6938,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2025,17.1346,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2026,16.9559,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2027,16.8143,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2028,16.7057,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2029,14.8254,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2030,14.4404,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2031,14.2878,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2032,14.1481,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2033,13.9716,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2034,13.2965,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2035,13.1624,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2036,12.9575,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2037,12.562,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2038,12.3938,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2039,12.2368,,
Avancées technologiques,Yukon ,Biomasse / géothermique,Combustible Principal,2040,12.0751,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2005,109770.3573,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2006,110119.0243,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2007,95220.26,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2008,89680.8949,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2009,75576.9751,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2010,73985.7031,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2011,65013.3234,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2012,61476.8458,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2013,62818.115,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2014,63743.8882,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2015,60593.4303,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2016,59542.0092,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2017,59118.5915,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2018,57551.3365,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2019,55314.6325,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2020,48818.669,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2021,43625.945,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2022,35698.8676,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2023,25860.5339,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2024,21935.2419,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2025,20115.0061,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2026,15503.7401,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2027,14340.7157,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2028,9143.082,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2029,7299.2438,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2030,566.0389,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2031,469.7434,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2032,486.185,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2033,360.9551,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2034,320.1303,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2035,251.7254,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2036,204.1215,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2037,169.3983,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2038,139.2027,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2039,16.8617,,
Avancées technologiques,Canada,Charbon et coke,Combustible Principal,2040,14.5494,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2005,43254.69,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2006,43790.66,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2007,43541.85,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2008,41804.43,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2009,40615.83,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2010,41013.1,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2011,38859,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2012,37270.75,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2013,38460.42,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2014,43408.71,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2015,40524.11,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2016,39000.37,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2017,41445.23,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2018,39838.56,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2019,40122.94,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2020,35221.98,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2021,31166.49,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2022,26194.7,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2023,19077.11,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2024,16820.04,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2025,15572.64,,
Avancées technologiques,Alberta,Charbon et coke,Combustible Principal,2026,12666.63,,
