Case,Region,Variable_English,Type,Year,Value,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2034,2.2813,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2035,1.4333,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2036,0.9536,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2037,0.5926,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2038,0.3675,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2039,0.1432,,
Low Price,Northwest Territories ,Natural Gas,Primary Fuel,2040,0.0411,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2005,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2006,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2007,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2008,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2009,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2010,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2011,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2012,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2013,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2014,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2015,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2016,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2017,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2018,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2019,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2020,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2021,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2022,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2023,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2024,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2025,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2026,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2027,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2028,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2029,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2030,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2031,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2032,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2033,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2034,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2035,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2036,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2037,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2038,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2039,0,,
Low Price,Nunavut,Natural Gas,Primary Fuel,2040,0,,
Low Price,Ontario,Natural Gas,Primary Fuel,2005,13282.59,,
Low Price,Ontario,Natural Gas,Primary Fuel,2006,11807.7,,
Low Price,Ontario,Natural Gas,Primary Fuel,2007,13530.81,,
Low Price,Ontario,Natural Gas,Primary Fuel,2008,11214.3,,
Low Price,Ontario,Natural Gas,Primary Fuel,2009,16317,,
Low Price,Ontario,Natural Gas,Primary Fuel,2010,16885.54,,
Low Price,Ontario,Natural Gas,Primary Fuel,2011,24281.59,,
Low Price,Ontario,Natural Gas,Primary Fuel,2012,23380.22,,
Low Price,Ontario,Natural Gas,Primary Fuel,2013,18653.16,,
Low Price,Ontario,Natural Gas,Primary Fuel,2014,15720.97,,
Low Price,Ontario,Natural Gas,Primary Fuel,2015,16654.97,,
Low Price,Ontario,Natural Gas,Primary Fuel,2016,14825.01,,
Low Price,Ontario,Natural Gas,Primary Fuel,2017,9680.629,,
Low Price,Ontario,Natural Gas,Primary Fuel,2018,11751.44,,
Low Price,Ontario,Natural Gas,Primary Fuel,2019,8636.483,,
Low Price,Ontario,Natural Gas,Primary Fuel,2020,8050.529,,
Low Price,Ontario,Natural Gas,Primary Fuel,2021,7239.28,,
Low Price,Ontario,Natural Gas,Primary Fuel,2022,11824.33,,
Low Price,Ontario,Natural Gas,Primary Fuel,2023,13792.12,,
Low Price,Ontario,Natural Gas,Primary Fuel,2024,11501.08,,
Low Price,Ontario,Natural Gas,Primary Fuel,2025,17823.79,,
Low Price,Ontario,Natural Gas,Primary Fuel,2026,14187.04,,
Low Price,Ontario,Natural Gas,Primary Fuel,2027,14013.41,,
Low Price,Ontario,Natural Gas,Primary Fuel,2028,15128.43,,
Low Price,Ontario,Natural Gas,Primary Fuel,2029,17944.93,,
Low Price,Ontario,Natural Gas,Primary Fuel,2030,15725.03,,
Low Price,Ontario,Natural Gas,Primary Fuel,2031,18153.35,,
Low Price,Ontario,Natural Gas,Primary Fuel,2032,15661.7,,
Low Price,Ontario,Natural Gas,Primary Fuel,2033,15955.34,,
Low Price,Ontario,Natural Gas,Primary Fuel,2034,13448.96,,
Low Price,Ontario,Natural Gas,Primary Fuel,2035,13743.66,,
Low Price,Ontario,Natural Gas,Primary Fuel,2036,16033.9,,
Low Price,Ontario,Natural Gas,Primary Fuel,2037,16351.03,,
Low Price,Ontario,Natural Gas,Primary Fuel,2038,16689.29,,
Low Price,Ontario,Natural Gas,Primary Fuel,2039,16885.37,,
Low Price,Ontario,Natural Gas,Primary Fuel,2040,17114.41,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2005,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2006,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2007,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2008,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2009,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2010,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2011,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2012,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2013,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2014,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2015,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2016,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2017,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2018,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2019,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2020,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2021,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2022,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2023,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2024,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2025,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2026,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2027,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2028,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2029,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2030,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2031,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2032,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2033,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2034,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2035,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2036,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2037,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2038,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2039,0,,
Low Price,Prince Edward Island,Natural Gas,Primary Fuel,2040,0,,
Low Price,Quebec,Natural Gas,Primary Fuel,2005,269,,
Low Price,Quebec,Natural Gas,Primary Fuel,2006,1326,,
Low Price,Quebec,Natural Gas,Primary Fuel,2007,3945,,
Low Price,Quebec,Natural Gas,Primary Fuel,2008,228,,
Low Price,Quebec,Natural Gas,Primary Fuel,2009,264,,
Low Price,Quebec,Natural Gas,Primary Fuel,2010,222.4,,
Low Price,Quebec,Natural Gas,Primary Fuel,2011,174.2407,,
Low Price,Quebec,Natural Gas,Primary Fuel,2012,185.0065,,
Low Price,Quebec,Natural Gas,Primary Fuel,2013,112.8436,,
Low Price,Quebec,Natural Gas,Primary Fuel,2014,156.5373,,
Low Price,Quebec,Natural Gas,Primary Fuel,2015,110.4,,
Low Price,Quebec,Natural Gas,Primary Fuel,2016,102.7,,
Low Price,Quebec,Natural Gas,Primary Fuel,2017,102.6996,,
Low Price,Quebec,Natural Gas,Primary Fuel,2018,102.6998,,
Low Price,Quebec,Natural Gas,Primary Fuel,2019,102.6998,,
Low Price,Quebec,Natural Gas,Primary Fuel,2020,102.6998,,
Low Price,Quebec,Natural Gas,Primary Fuel,2021,102.7,,
Low Price,Quebec,Natural Gas,Primary Fuel,2022,102.6999,,
Low Price,Quebec,Natural Gas,Primary Fuel,2023,102.6999,,
Low Price,Quebec,Natural Gas,Primary Fuel,2024,102.6999,,
Low Price,Quebec,Natural Gas,Primary Fuel,2025,102.6998,,
Low Price,Quebec,Natural Gas,Primary Fuel,2026,102.6999,,
Low Price,Quebec,Natural Gas,Primary Fuel,2027,102.7,,
Low Price,Quebec,Natural Gas,Primary Fuel,2028,102.6998,,
Low Price,Quebec,Natural Gas,Primary Fuel,2029,102.7263,,
Low Price,Quebec,Natural Gas,Primary Fuel,2030,102.7261,,
Low Price,Quebec,Natural Gas,Primary Fuel,2031,102.7524,,
Low Price,Quebec,Natural Gas,Primary Fuel,2032,102.7288,,
Low Price,Quebec,Natural Gas,Primary Fuel,2033,102.7287,,
Low Price,Quebec,Natural Gas,Primary Fuel,2034,102.7047,,
Low Price,Quebec,Natural Gas,Primary Fuel,2035,102.7144,,
Low Price,Quebec,Natural Gas,Primary Fuel,2036,102.7577,,
Low Price,Quebec,Natural Gas,Primary Fuel,2037,102.7578,,
Low Price,Quebec,Natural Gas,Primary Fuel,2038,102.7577,,
Low Price,Quebec,Natural Gas,Primary Fuel,2039,102.7577,,
Low Price,Quebec,Natural Gas,Primary Fuel,2040,102.7577,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2005,1896.283,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2006,2247.283,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2007,1869.283,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2008,3083.935,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2009,2763.792,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2010,2503.593,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2011,2678.787,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2012,3253.184,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2013,4493.73,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2014,6022.449,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2015,7358.52,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2016,8682.949,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2017,8572.929,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2018,8645.174,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2019,9351.002,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2020,9480.852,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2021,10754.29,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2022,13096.25,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2023,12529.62,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2024,12250.58,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2025,11724.53,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2026,11854.77,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2027,11807.1,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2028,12779.81,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2029,12156.81,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2030,11380.41,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2031,11020.83,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2032,10745.4,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2033,10507.02,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2034,10114.94,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2035,9670.666,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2036,9444.541,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2037,9565.46,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2038,9121.896,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2039,8901.26,,
Low Price,Saskatchewan,Natural Gas,Primary Fuel,2040,8669.354,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2005,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2006,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2007,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2008,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2009,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2010,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2011,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2012,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2013,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2014,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2015,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2016,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2017,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2018,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2019,0.2194,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2020,0.3427,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2021,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2022,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2023,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2024,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2025,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2026,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2027,0.0176,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2028,0.1739,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2029,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2030,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2031,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2032,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2033,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2034,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2035,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2036,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2037,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2038,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2039,0,,
Low Price,Yukon ,Natural Gas,Primary Fuel,2040,0,,
Low Price,Canada,Oil,Primary Fuel,2005,10301.8601,,
Low Price,Canada,Oil,Primary Fuel,2006,9326.5661,,
Low Price,Canada,Oil,Primary Fuel,2007,10284.5424,,
Low Price,Canada,Oil,Primary Fuel,2008,7830.6387,,
Low Price,Canada,Oil,Primary Fuel,2009,8265.6681,,
Low Price,Canada,Oil,Primary Fuel,2010,5740.367,,
Low Price,Canada,Oil,Primary Fuel,2011,4764.388,,
Low Price,Canada,Oil,Primary Fuel,2012,4910.9188,,
Low Price,Canada,Oil,Primary Fuel,2013,5238.8742,,
Low Price,Canada,Oil,Primary Fuel,2014,6004.2102,,
Low Price,Canada,Oil,Primary Fuel,2015,4230.2186,,
Low Price,Canada,Oil,Primary Fuel,2016,4332.1485,,
Low Price,Canada,Oil,Primary Fuel,2017,2670.4588,,
Low Price,Canada,Oil,Primary Fuel,2018,2560.4121,,
Low Price,Canada,Oil,Primary Fuel,2019,2579.7843,,
Low Price,Canada,Oil,Primary Fuel,2020,1498.8401,,
Low Price,Canada,Oil,Primary Fuel,2021,1481.3455,,
Low Price,Canada,Oil,Primary Fuel,2022,1561.1234,,
Low Price,Canada,Oil,Primary Fuel,2023,1553.5362,,
Low Price,Canada,Oil,Primary Fuel,2024,1338.1987,,
Low Price,Canada,Oil,Primary Fuel,2025,1528.0125,,
Low Price,Canada,Oil,Primary Fuel,2026,1452.6011,,
Low Price,Canada,Oil,Primary Fuel,2027,1433.0997,,
Low Price,Canada,Oil,Primary Fuel,2028,1207.0765,,
Low Price,Canada,Oil,Primary Fuel,2029,1373.5519,,
Low Price,Canada,Oil,Primary Fuel,2030,1170.5898,,
Low Price,Canada,Oil,Primary Fuel,2031,1378.5586,,
Low Price,Canada,Oil,Primary Fuel,2032,1180.4294,,
Low Price,Canada,Oil,Primary Fuel,2033,1191.4516,,
Low Price,Canada,Oil,Primary Fuel,2034,1181.0123,,
Low Price,Canada,Oil,Primary Fuel,2035,1150.7161,,
Low Price,Canada,Oil,Primary Fuel,2036,1194.1878,,
Low Price,Canada,Oil,Primary Fuel,2037,1205.6697,,
Low Price,Canada,Oil,Primary Fuel,2038,1203.1664,,
Low Price,Canada,Oil,Primary Fuel,2039,1203.7063,,
Low Price,Canada,Oil,Primary Fuel,2040,1202.6417,,
Low Price,Alberta,Oil,Primary Fuel,2005,509.4368,,
Low Price,Alberta,Oil,Primary Fuel,2006,860.0758,,
Low Price,Alberta,Oil,Primary Fuel,2007,922.0649,,
Low Price,Alberta,Oil,Primary Fuel,2008,635.8699,,
Low Price,Alberta,Oil,Primary Fuel,2009,14.148,,
Low Price,Alberta,Oil,Primary Fuel,2010,26.5102,,
Low Price,Alberta,Oil,Primary Fuel,2011,25.3992,,
Low Price,Alberta,Oil,Primary Fuel,2012,28.9342,,
Low Price,Alberta,Oil,Primary Fuel,2013,26.9964,,
Low Price,Alberta,Oil,Primary Fuel,2014,78.4087,,
Low Price,Alberta,Oil,Primary Fuel,2015,61.0262,,
Low Price,Alberta,Oil,Primary Fuel,2016,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2017,24.6374,,
Low Price,Alberta,Oil,Primary Fuel,2018,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2019,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2020,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2021,24.0999,,
Low Price,Alberta,Oil,Primary Fuel,2022,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2023,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2024,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2025,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2026,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2027,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2028,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2029,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2030,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2031,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2032,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2033,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2034,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2035,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2036,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2037,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2038,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2039,24.1,,
Low Price,Alberta,Oil,Primary Fuel,2040,24.1,,
Low Price,British Columbia,Oil,Primary Fuel,2005,91.056,,
Low Price,British Columbia,Oil,Primary Fuel,2006,35.556,,
Low Price,British Columbia,Oil,Primary Fuel,2007,91.556,,
Low Price,British Columbia,Oil,Primary Fuel,2008,94.568,,
Low Price,British Columbia,Oil,Primary Fuel,2009,111.112,,
Low Price,British Columbia,Oil,Primary Fuel,2010,107.104,,
Low Price,British Columbia,Oil,Primary Fuel,2011,91.712,,
Low Price,British Columbia,Oil,Primary Fuel,2012,46.184,,
Low Price,British Columbia,Oil,Primary Fuel,2013,289.3086,,
Low Price,British Columbia,Oil,Primary Fuel,2014,204,,
Low Price,British Columbia,Oil,Primary Fuel,2015,151.5,,
Low Price,British Columbia,Oil,Primary Fuel,2016,116,,
Low Price,British Columbia,Oil,Primary Fuel,2017,221.1212,,
Low Price,British Columbia,Oil,Primary Fuel,2018,221.1211,,
Low Price,British Columbia,Oil,Primary Fuel,2019,221.1211,,
Low Price,British Columbia,Oil,Primary Fuel,2020,207.4393,,
Low Price,British Columbia,Oil,Primary Fuel,2021,208.6813,,
Low Price,British Columbia,Oil,Primary Fuel,2022,211.1627,,
Low Price,British Columbia,Oil,Primary Fuel,2023,212.9392,,
Low Price,British Columbia,Oil,Primary Fuel,2024,213.2159,,
Low Price,British Columbia,Oil,Primary Fuel,2025,205.6647,,
Low Price,British Columbia,Oil,Primary Fuel,2026,231.6692,,
Low Price,British Columbia,Oil,Primary Fuel,2027,202.6362,,
Low Price,British Columbia,Oil,Primary Fuel,2028,208.5872,,
Low Price,British Columbia,Oil,Primary Fuel,2029,208.0319,,
Low Price,British Columbia,Oil,Primary Fuel,2030,208.6755,,
Low Price,British Columbia,Oil,Primary Fuel,2031,208.6859,,
Low Price,British Columbia,Oil,Primary Fuel,2032,206.8706,,
Low Price,British Columbia,Oil,Primary Fuel,2033,207.1221,,
Low Price,British Columbia,Oil,Primary Fuel,2034,206.5234,,
Low Price,British Columbia,Oil,Primary Fuel,2035,203.6513,,
Low Price,British Columbia,Oil,Primary Fuel,2036,202.2741,,
Low Price,British Columbia,Oil,Primary Fuel,2037,202.3516,,
Low Price,British Columbia,Oil,Primary Fuel,2038,201.1705,,
Low Price,British Columbia,Oil,Primary Fuel,2039,201.6939,,
Low Price,British Columbia,Oil,Primary Fuel,2040,201.7314,,
Low Price,Manitoba,Oil,Primary Fuel,2005,15.118,,
Low Price,Manitoba,Oil,Primary Fuel,2006,20.209,,
Low Price,Manitoba,Oil,Primary Fuel,2007,21.963,,
Low Price,Manitoba,Oil,Primary Fuel,2008,15.333,,
Low Price,Manitoba,Oil,Primary Fuel,2009,14.858,,
Low Price,Manitoba,Oil,Primary Fuel,2010,16.993,,
Low Price,Manitoba,Oil,Primary Fuel,2011,15.29,,
Low Price,Manitoba,Oil,Primary Fuel,2012,15.162,,
Low Price,Manitoba,Oil,Primary Fuel,2013,1.505,,
Low Price,Manitoba,Oil,Primary Fuel,2014,1.586,,
Low Price,Manitoba,Oil,Primary Fuel,2015,14.412,,
Low Price,Manitoba,Oil,Primary Fuel,2016,15.522,,
Low Price,Manitoba,Oil,Primary Fuel,2017,0.5439,,
Low Price,Manitoba,Oil,Primary Fuel,2018,0.5439,,
Low Price,Manitoba,Oil,Primary Fuel,2019,0.5439,,
Low Price,Manitoba,Oil,Primary Fuel,2020,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2021,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2022,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2023,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2024,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2025,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2026,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2027,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2028,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2029,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2030,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2031,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2032,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2033,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2034,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2035,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2036,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2037,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2038,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2039,0.0131,,
Low Price,Manitoba,Oil,Primary Fuel,2040,0.0131,,
Low Price,New Brunswick,Oil,Primary Fuel,2005,3622.7639,,
Low Price,New Brunswick,Oil,Primary Fuel,2006,3622.7884,,
Low Price,New Brunswick,Oil,Primary Fuel,2007,3622.7388,,
Low Price,New Brunswick,Oil,Primary Fuel,2008,3341.9727,,
Low Price,New Brunswick,Oil,Primary Fuel,2009,4200.7483,,
Low Price,New Brunswick,Oil,Primary Fuel,2010,2546.0099,,
Low Price,New Brunswick,Oil,Primary Fuel,2011,1910.4803,,
Low Price,New Brunswick,Oil,Primary Fuel,2012,1629.3006,,
Low Price,New Brunswick,Oil,Primary Fuel,2013,1323.3838,,
Low Price,New Brunswick,Oil,Primary Fuel,2014,1592.5954,,
Low Price,New Brunswick,Oil,Primary Fuel,2015,1032.8158,,
Low Price,New Brunswick,Oil,Primary Fuel,2016,823.7263,,
Low Price,New Brunswick,Oil,Primary Fuel,2017,12.9162,,
Low Price,New Brunswick,Oil,Primary Fuel,2018,12.996,,
Low Price,New Brunswick,Oil,Primary Fuel,2019,5.7177,,
Low Price,New Brunswick,Oil,Primary Fuel,2020,5.2864,,
Low Price,New Brunswick,Oil,Primary Fuel,2021,1.5352,,
Low Price,New Brunswick,Oil,Primary Fuel,2022,1.477,,
Low Price,New Brunswick,Oil,Primary Fuel,2023,2.1975,,
Low Price,New Brunswick,Oil,Primary Fuel,2024,1.5616,,
Low Price,New Brunswick,Oil,Primary Fuel,2025,1.2694,,
Low Price,New Brunswick,Oil,Primary Fuel,2026,21.2404,,
Low Price,New Brunswick,Oil,Primary Fuel,2027,33.7994,,
Low Price,New Brunswick,Oil,Primary Fuel,2028,4.9018,,
Low Price,New Brunswick,Oil,Primary Fuel,2029,3.2966,,
Low Price,New Brunswick,Oil,Primary Fuel,2030,1.6338,,
Low Price,New Brunswick,Oil,Primary Fuel,2031,1.3104,,
Low Price,New Brunswick,Oil,Primary Fuel,2032,1.1903,,
Low Price,New Brunswick,Oil,Primary Fuel,2033,1.0384,,
Low Price,New Brunswick,Oil,Primary Fuel,2034,1.0109,,
Low Price,New Brunswick,Oil,Primary Fuel,2035,0.858,,
Low Price,New Brunswick,Oil,Primary Fuel,2036,1.9729,,
Low Price,New Brunswick,Oil,Primary Fuel,2037,1.3084,,
Low Price,New Brunswick,Oil,Primary Fuel,2038,1.072,,
Low Price,New Brunswick,Oil,Primary Fuel,2039,0.8628,,
Low Price,New Brunswick,Oil,Primary Fuel,2040,1.1912,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2005,1306.2134,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2006,823.0609,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2007,1305.5177,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2008,1139.0628,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2009,1121.594,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2010,1017.2281,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2011,1039.3609,,
