Case,Region,Variable_English,Type,Year,Value,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2012,998.9255,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2013,1085.277,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2014,1472.24,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2015,1563.068,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2016,1804.632,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2017,1011.2384,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2018,890.01,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2019,869.7163,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2020,8.0946,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2021,8.1218,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2022,8.1007,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2023,8.093,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2024,8.0777,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2025,8.1217,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2026,8.1359,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2027,8.1559,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2028,8.0006,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2029,8.0172,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2030,8.0241,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2031,8.0227,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2032,7.9984,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2033,7.9754,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2034,7.9529,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2035,7.9404,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2036,7.9368,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2037,14.8887,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2038,14.9069,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2039,14.9424,,
Low Price,Newfoundland and Labrador,Oil,Primary Fuel,2040,14.9601,,
Low Price,Nova Scotia,Oil,Primary Fuel,2005,3995,,
Low Price,Nova Scotia,Oil,Primary Fuel,2006,3030,,
Low Price,Nova Scotia,Oil,Primary Fuel,2007,3069,,
Low Price,Nova Scotia,Oil,Primary Fuel,2008,1582,,
Low Price,Nova Scotia,Oil,Primary Fuel,2009,1547,,
Low Price,Nova Scotia,Oil,Primary Fuel,2010,1100,,
Low Price,Nova Scotia,Oil,Primary Fuel,2011,884,,
Low Price,Nova Scotia,Oil,Primary Fuel,2012,1389,,
Low Price,Nova Scotia,Oil,Primary Fuel,2013,1775,,
Low Price,Nova Scotia,Oil,Primary Fuel,2014,1477,,
Low Price,Nova Scotia,Oil,Primary Fuel,2015,309,,
Low Price,Nova Scotia,Oil,Primary Fuel,2016,176,,
Low Price,Nova Scotia,Oil,Primary Fuel,2017,380.451,,
Low Price,Nova Scotia,Oil,Primary Fuel,2018,387.9552,,
Low Price,Nova Scotia,Oil,Primary Fuel,2019,435.0081,,
Low Price,Nova Scotia,Oil,Primary Fuel,2020,232.3838,,
Low Price,Nova Scotia,Oil,Primary Fuel,2021,228.8138,,
Low Price,Nova Scotia,Oil,Primary Fuel,2022,188.9637,,
Low Price,Nova Scotia,Oil,Primary Fuel,2023,177.5253,,
Low Price,Nova Scotia,Oil,Primary Fuel,2024,58.7811,,
Low Price,Nova Scotia,Oil,Primary Fuel,2025,39.4776,,
Low Price,Nova Scotia,Oil,Primary Fuel,2026,79.7148,,
Low Price,Nova Scotia,Oil,Primary Fuel,2027,72.2206,,
Low Price,Nova Scotia,Oil,Primary Fuel,2028,45.3561,,
Low Price,Nova Scotia,Oil,Primary Fuel,2029,20.8786,,
Low Price,Nova Scotia,Oil,Primary Fuel,2030,22.597,,
Low Price,Nova Scotia,Oil,Primary Fuel,2031,22.7115,,
Low Price,Nova Scotia,Oil,Primary Fuel,2032,8.7195,,
Low Price,Nova Scotia,Oil,Primary Fuel,2033,8.9068,,
Low Price,Nova Scotia,Oil,Primary Fuel,2034,8.9244,,
Low Price,Nova Scotia,Oil,Primary Fuel,2035,2.4882,,
Low Price,Nova Scotia,Oil,Primary Fuel,2036,2.0022,,
Low Price,Nova Scotia,Oil,Primary Fuel,2037,1.9349,,
Low Price,Nova Scotia,Oil,Primary Fuel,2038,1.8379,,
Low Price,Nova Scotia,Oil,Primary Fuel,2039,1.3423,,
Low Price,Nova Scotia,Oil,Primary Fuel,2040,1.3134,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2005,54.321,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2006,36.558,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2007,40.184,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2008,57.56,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2009,61.1,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2010,57.783,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2011,59.127,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2012,77.159,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2013,78.728,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2014,101.667,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2015,149.865,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2016,81.829,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2017,71.2309,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2018,69.9588,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2019,66.3579,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2020,60.2342,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2021,55.3051,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2022,19.5971,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2023,23.9523,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2024,15.0881,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2025,11.1223,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2026,9.5997,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2027,9.784,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2028,8.2714,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2029,1.7761,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2030,1.0082,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2031,0.6106,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2032,0.3824,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2033,0.1559,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2034,0.042,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2035,0,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2036,0,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2037,0,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2038,0,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2039,0,,
Low Price,Northwest Territories ,Oil,Primary Fuel,2040,0,,
Low Price,Nunavut,Oil,Primary Fuel,2005,142,,
Low Price,Nunavut,Oil,Primary Fuel,2006,145,,
Low Price,Nunavut,Oil,Primary Fuel,2007,149,,
Low Price,Nunavut,Oil,Primary Fuel,2008,182,,
Low Price,Nunavut,Oil,Primary Fuel,2009,162,,
Low Price,Nunavut,Oil,Primary Fuel,2010,162,,
Low Price,Nunavut,Oil,Primary Fuel,2011,98,,
Low Price,Nunavut,Oil,Primary Fuel,2012,98,,
Low Price,Nunavut,Oil,Primary Fuel,2013,98,,
Low Price,Nunavut,Oil,Primary Fuel,2014,158,,
Low Price,Nunavut,Oil,Primary Fuel,2015,156,,
Low Price,Nunavut,Oil,Primary Fuel,2016,172.509,,
Low Price,Nunavut,Oil,Primary Fuel,2017,112.7863,,
Low Price,Nunavut,Oil,Primary Fuel,2018,112.6111,,
Low Price,Nunavut,Oil,Primary Fuel,2019,106.2163,,
Low Price,Nunavut,Oil,Primary Fuel,2020,106.1215,,
Low Price,Nunavut,Oil,Primary Fuel,2021,104.0705,,
Low Price,Nunavut,Oil,Primary Fuel,2022,102.4937,,
Low Price,Nunavut,Oil,Primary Fuel,2023,97.6757,,
Low Price,Nunavut,Oil,Primary Fuel,2024,92.8366,,
Low Price,Nunavut,Oil,Primary Fuel,2025,88.335,,
Low Price,Nunavut,Oil,Primary Fuel,2026,84.712,,
Low Price,Nunavut,Oil,Primary Fuel,2027,82.3511,,
Low Price,Nunavut,Oil,Primary Fuel,2028,79.604,,
Low Price,Nunavut,Oil,Primary Fuel,2029,78.1346,,
Low Price,Nunavut,Oil,Primary Fuel,2030,74.6642,,
Low Price,Nunavut,Oil,Primary Fuel,2031,72.9674,,
Low Price,Nunavut,Oil,Primary Fuel,2032,80.7103,,
Low Price,Nunavut,Oil,Primary Fuel,2033,78.2258,,
Low Price,Nunavut,Oil,Primary Fuel,2034,76.5501,,
Low Price,Nunavut,Oil,Primary Fuel,2035,74.9945,,
Low Price,Nunavut,Oil,Primary Fuel,2036,72.6845,,
Low Price,Nunavut,Oil,Primary Fuel,2037,70.7054,,
Low Price,Nunavut,Oil,Primary Fuel,2038,69.1872,,
Low Price,Nunavut,Oil,Primary Fuel,2039,67.8958,,
Low Price,Nunavut,Oil,Primary Fuel,2040,66.1054,,
Low Price,Ontario,Oil,Primary Fuel,2005,309.945,,
Low Price,Ontario,Oil,Primary Fuel,2006,309.945,,
Low Price,Ontario,Oil,Primary Fuel,2007,309.945,,
Low Price,Ontario,Oil,Primary Fuel,2008,182.5594,,
Low Price,Ontario,Oil,Primary Fuel,2009,215.2448,,
Low Price,Ontario,Oil,Primary Fuel,2010,73.4706,,
Low Price,Ontario,Oil,Primary Fuel,2011,45.6696,,
Low Price,Ontario,Oil,Primary Fuel,2012,65.7796,,
Low Price,Ontario,Oil,Primary Fuel,2013,45.152,,
Low Price,Ontario,Oil,Primary Fuel,2014,381.1442,,
Low Price,Ontario,Oil,Primary Fuel,2015,207.2049,,
Low Price,Ontario,Oil,Primary Fuel,2016,503.0583,,
Low Price,Ontario,Oil,Primary Fuel,2017,225.9924,,
Low Price,Ontario,Oil,Primary Fuel,2018,226.008,,
Low Price,Ontario,Oil,Primary Fuel,2019,226.008,,
Low Price,Ontario,Oil,Primary Fuel,2020,226.008,,
Low Price,Ontario,Oil,Primary Fuel,2021,225.9924,,
Low Price,Ontario,Oil,Primary Fuel,2022,395.9784,,
Low Price,Ontario,Oil,Primary Fuel,2023,395.9784,,
Low Price,Ontario,Oil,Primary Fuel,2024,309.7019,,
Low Price,Ontario,Oil,Primary Fuel,2025,565.02,,
Low Price,Ontario,Oil,Primary Fuel,2026,395.994,,
Low Price,Ontario,Oil,Primary Fuel,2027,395.9784,,
Low Price,Ontario,Oil,Primary Fuel,2028,226.1375,,
Low Price,Ontario,Oil,Primary Fuel,2029,418.7353,,
Low Price,Ontario,Oil,Primary Fuel,2030,237.6525,,
Low Price,Ontario,Oil,Primary Fuel,2031,434.8111,,
Low Price,Ontario,Oil,Primary Fuel,2032,237.2563,,
Low Price,Ontario,Oil,Primary Fuel,2033,242.8639,,
Low Price,Ontario,Oil,Primary Fuel,2034,226.9824,,
Low Price,Ontario,Oil,Primary Fuel,2035,228.5988,,
Low Price,Ontario,Oil,Primary Fuel,2036,275.0276,,
Low Price,Ontario,Oil,Primary Fuel,2037,282.3218,,
Low Price,Ontario,Oil,Primary Fuel,2038,286.1357,,
Low Price,Ontario,Oil,Primary Fuel,2039,288.8728,,
Low Price,Ontario,Oil,Primary Fuel,2040,292.6512,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2005,0.879,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2006,0.879,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2007,0.879,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2008,0.482,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2009,2.721,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2010,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2011,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2012,8.163,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2013,2.168,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2014,5.8,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2015,7.3,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2016,6.3,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2017,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2018,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2019,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2020,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2021,0.8124,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2022,3.4332,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2023,8.6748,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2024,13.9164,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2025,0,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2026,13.4699,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2027,20.111,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2028,18.0591,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2029,27.0204,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2030,8.6748,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2031,21.7788,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2032,29.6412,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2033,37.5036,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2034,45.366,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2035,53.2284,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2036,53.3333,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2037,53.2022,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2038,49.9,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2039,49.14,,
Low Price,Prince Edward Island,Oil,Primary Fuel,2040,45.733,,
Low Price,Quebec,Oil,Primary Fuel,2005,215.133,,
Low Price,Quebec,Oil,Primary Fuel,2006,400.9,,
Low Price,Quebec,Oil,Primary Fuel,2007,703.7,,
Low Price,Quebec,Oil,Primary Fuel,2008,554.2999,,
Low Price,Quebec,Oil,Primary Fuel,2009,778.7,,
Low Price,Quebec,Oil,Primary Fuel,2010,587.6852,,
Low Price,Quebec,Oil,Primary Fuel,2011,546.181,,
Low Price,Quebec,Oil,Primary Fuel,2012,518.6459,,
Low Price,Quebec,Oil,Primary Fuel,2013,475.0644,,
Low Price,Quebec,Oil,Primary Fuel,2014,496.6849,,
Low Price,Quebec,Oil,Primary Fuel,2015,538.7887,,
Low Price,Quebec,Oil,Primary Fuel,2016,583.5949,,
Low Price,Quebec,Oil,Primary Fuel,2017,583.5454,,
Low Price,Quebec,Oil,Primary Fuel,2018,583.5467,,
Low Price,Quebec,Oil,Primary Fuel,2019,583.5468,,
Low Price,Quebec,Oil,Primary Fuel,2020,583.5468,,
Low Price,Quebec,Oil,Primary Fuel,2021,583.5477,,
Low Price,Quebec,Oil,Primary Fuel,2022,583.5475,,
Low Price,Quebec,Oil,Primary Fuel,2023,583.5475,,
Low Price,Quebec,Oil,Primary Fuel,2024,583.5471,,
Low Price,Quebec,Oil,Primary Fuel,2025,583.5466,,
Low Price,Quebec,Oil,Primary Fuel,2026,583.5473,,
Low Price,Quebec,Oil,Primary Fuel,2027,583.5476,,
Low Price,Quebec,Oil,Primary Fuel,2028,583.5464,,
Low Price,Quebec,Oil,Primary Fuel,2029,583.5481,,
Low Price,Quebec,Oil,Primary Fuel,2030,583.5466,,
Low Price,Quebec,Oil,Primary Fuel,2031,583.5471,,
Low Price,Quebec,Oil,Primary Fuel,2032,583.5473,,
Low Price,Quebec,Oil,Primary Fuel,2033,583.5466,,
Low Price,Quebec,Oil,Primary Fuel,2034,583.5471,,
Low Price,Quebec,Oil,Primary Fuel,2035,554.8434,,
Low Price,Quebec,Oil,Primary Fuel,2036,554.8433,,
Low Price,Quebec,Oil,Primary Fuel,2037,554.8436,,
Low Price,Quebec,Oil,Primary Fuel,2038,554.8431,,
Low Price,Quebec,Oil,Primary Fuel,2039,554.8432,,
Low Price,Quebec,Oil,Primary Fuel,2040,554.8429,,
Low Price,Saskatchewan,Oil,Primary Fuel,2005,17.9,,
Low Price,Saskatchewan,Oil,Primary Fuel,2006,19.5,,
Low Price,Saskatchewan,Oil,Primary Fuel,2007,25.9,,
Low Price,Saskatchewan,Oil,Primary Fuel,2008,22.6,,
Low Price,Saskatchewan,Oil,Primary Fuel,2009,17.9,,
Low Price,Saskatchewan,Oil,Primary Fuel,2010,20.8,,
Low Price,Saskatchewan,Oil,Primary Fuel,2011,12.3,,
Low Price,Saskatchewan,Oil,Primary Fuel,2012,11.3,,
Low Price,Saskatchewan,Oil,Primary Fuel,2013,15,,
Low Price,Saskatchewan,Oil,Primary Fuel,2014,12.4,,
Low Price,Saskatchewan,Oil,Primary Fuel,2015,15,,
Low Price,Saskatchewan,Oil,Primary Fuel,2016,1.1,,
Low Price,Saskatchewan,Oil,Primary Fuel,2017,8.1993,,
Low Price,Saskatchewan,Oil,Primary Fuel,2018,8.1993,,
Low Price,Saskatchewan,Oil,Primary Fuel,2019,8.1993,,
Low Price,Saskatchewan,Oil,Primary Fuel,2020,8.1993,,
Low Price,Saskatchewan,Oil,Primary Fuel,2021,8.1994,,
Low Price,Saskatchewan,Oil,Primary Fuel,2022,8.1994,,
Low Price,Saskatchewan,Oil,Primary Fuel,2023,8.1994,,
Low Price,Saskatchewan,Oil,Primary Fuel,2024,8.1993,,
Low Price,Saskatchewan,Oil,Primary Fuel,2025,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2026,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2027,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2028,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2029,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2030,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2031,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2032,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2033,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2034,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2035,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2036,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2037,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2038,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2039,0,,
Low Price,Saskatchewan,Oil,Primary Fuel,2040,0,,
Low Price,Yukon ,Oil,Primary Fuel,2005,22.094,,
Low Price,Yukon ,Oil,Primary Fuel,2006,22.094,,
Low Price,Yukon ,Oil,Primary Fuel,2007,22.094,,
Low Price,Yukon ,Oil,Primary Fuel,2008,22.331,,
Low Price,Yukon ,Oil,Primary Fuel,2009,18.542,,
Low Price,Yukon ,Oil,Primary Fuel,2010,24.783,,
Low Price,Yukon ,Oil,Primary Fuel,2011,36.868,,
Low Price,Yukon ,Oil,Primary Fuel,2012,24.365,,
Low Price,Yukon ,Oil,Primary Fuel,2013,23.291,,
Low Price,Yukon ,Oil,Primary Fuel,2014,22.684,,
Low Price,Yukon ,Oil,Primary Fuel,2015,24.238,,
Low Price,Yukon ,Oil,Primary Fuel,2016,23.777,,
Low Price,Yukon ,Oil,Primary Fuel,2017,17.7964,,
Low Price,Yukon ,Oil,Primary Fuel,2018,23.362,,
Low Price,Yukon ,Oil,Primary Fuel,2019,33.2489,,
Low Price,Yukon ,Oil,Primary Fuel,2020,37.4131,,
Low Price,Yukon ,Oil,Primary Fuel,2021,32.1529,,
Low Price,Yukon ,Oil,Primary Fuel,2022,14.0569,,
Low Price,Yukon ,Oil,Primary Fuel,2023,10.64,,
Low Price,Yukon ,Oil,Primary Fuel,2024,9.1599,,
Low Price,Yukon ,Oil,Primary Fuel,2025,1.3421,,
Low Price,Yukon ,Oil,Primary Fuel,2026,0.4048,,
Low Price,Yukon ,Oil,Primary Fuel,2027,0.4024,,
Low Price,Yukon ,Oil,Primary Fuel,2028,0.4993,,
Low Price,Yukon ,Oil,Primary Fuel,2029,0,,
Low Price,Yukon ,Oil,Primary Fuel,2030,0,,
Low Price,Yukon ,Oil,Primary Fuel,2031,0,,
Low Price,Yukon ,Oil,Primary Fuel,2032,0,,
Low Price,Yukon ,Oil,Primary Fuel,2033,0,,
Low Price,Yukon ,Oil,Primary Fuel,2034,0,,
Low Price,Yukon ,Oil,Primary Fuel,2035,0,,
Low Price,Yukon ,Oil,Primary Fuel,2036,0,,
Low Price,Yukon ,Oil,Primary Fuel,2037,0,,
Low Price,Yukon ,Oil,Primary Fuel,2038,0,,
Low Price,Yukon ,Oil,Primary Fuel,2039,0,,
Low Price,Yukon ,Oil,Primary Fuel,2040,0,,
Low Price,Canada,Solar,Primary Fuel,2005,0,,
Low Price,Canada,Solar,Primary Fuel,2006,0,,
Low Price,Canada,Solar,Primary Fuel,2007,0,,
Low Price,Canada,Solar,Primary Fuel,2008,0,,
Low Price,Canada,Solar,Primary Fuel,2009,5,,
Low Price,Canada,Solar,Primary Fuel,2010,123,,
Low Price,Canada,Solar,Primary Fuel,2011,398,,
Low Price,Canada,Solar,Primary Fuel,2012,842,,
Low Price,Canada,Solar,Primary Fuel,2013,1173,,
Low Price,Canada,Solar,Primary Fuel,2014,1757.707,,
Low Price,Canada,Solar,Primary Fuel,2015,2967.246,,
Low Price,Canada,Solar,Primary Fuel,2016,3191.117,,
Low Price,Canada,Solar,Primary Fuel,2017,4068.0696,,
Low Price,Canada,Solar,Primary Fuel,2018,4255.9116,,
Low Price,Canada,Solar,Primary Fuel,2019,4664.6631,,
Low Price,Canada,Solar,Primary Fuel,2020,4833.0189,,
Low Price,Canada,Solar,Primary Fuel,2021,4873.1026,,
Low Price,Canada,Solar,Primary Fuel,2022,5014.6624,,
Low Price,Canada,Solar,Primary Fuel,2023,5136.945,,
Low Price,Canada,Solar,Primary Fuel,2024,5300.0271,,
Low Price,Canada,Solar,Primary Fuel,2025,5797.5849,,
Low Price,Canada,Solar,Primary Fuel,2026,5946.8253,,
Low Price,Canada,Solar,Primary Fuel,2027,6122.1701,,
Low Price,Canada,Solar,Primary Fuel,2028,6273.8488,,
Low Price,Canada,Solar,Primary Fuel,2029,6421.9134,,
Low Price,Canada,Solar,Primary Fuel,2030,6638.4835,,
Low Price,Canada,Solar,Primary Fuel,2031,6785.9241,,
Low Price,Canada,Solar,Primary Fuel,2032,7035.061,,
Low Price,Canada,Solar,Primary Fuel,2033,7188.8657,,
Low Price,Canada,Solar,Primary Fuel,2034,7368.0614,,
Low Price,Canada,Solar,Primary Fuel,2035,7614.8146,,
Low Price,Canada,Solar,Primary Fuel,2036,7873.5335,,
Low Price,Canada,Solar,Primary Fuel,2037,8045.2757,,
Low Price,Canada,Solar,Primary Fuel,2038,8132.1711,,
Low Price,Canada,Solar,Primary Fuel,2039,8211.747,,
Low Price,Canada,Solar,Primary Fuel,2040,8462.7048,,
Low Price,Alberta,Solar,Primary Fuel,2005,0,,
Low Price,Alberta,Solar,Primary Fuel,2006,0,,
Low Price,Alberta,Solar,Primary Fuel,2007,0,,
Low Price,Alberta,Solar,Primary Fuel,2008,0,,
Low Price,Alberta,Solar,Primary Fuel,2009,0,,
Low Price,Alberta,Solar,Primary Fuel,2010,0,,
Low Price,Alberta,Solar,Primary Fuel,2011,0,,
Low Price,Alberta,Solar,Primary Fuel,2012,0,,
Low Price,Alberta,Solar,Primary Fuel,2013,0,,
Low Price,Alberta,Solar,Primary Fuel,2014,0,,
Low Price,Alberta,Solar,Primary Fuel,2015,0,,
Low Price,Alberta,Solar,Primary Fuel,2016,0,,
Low Price,Alberta,Solar,Primary Fuel,2017,28.2063,,
Low Price,Alberta,Solar,Primary Fuel,2018,28.2063,,
Low Price,Alberta,Solar,Primary Fuel,2019,28.2063,,
Low Price,Alberta,Solar,Primary Fuel,2020,93.9062,,
Low Price,Alberta,Solar,Primary Fuel,2021,93.9061,,
Low Price,Alberta,Solar,Primary Fuel,2022,185.886,,
Low Price,Alberta,Solar,Primary Fuel,2023,277.8661,,
Low Price,Alberta,Solar,Primary Fuel,2024,304.1466,,
Low Price,Alberta,Solar,Primary Fuel,2025,461.8255,,
Low Price,Alberta,Solar,Primary Fuel,2026,553.8057,,
Low Price,Alberta,Solar,Primary Fuel,2027,645.7867,,
Low Price,Alberta,Solar,Primary Fuel,2028,672.066,,
Low Price,Alberta,Solar,Primary Fuel,2029,764.0463,,
Low Price,Alberta,Solar,Primary Fuel,2030,921.7266,,
Low Price,Alberta,Solar,Primary Fuel,2031,1013.707,,
Low Price,Alberta,Solar,Primary Fuel,2032,1105.686,,
Low Price,Alberta,Solar,Primary Fuel,2033,1197.665,,
Low Price,Alberta,Solar,Primary Fuel,2034,1322.495,,
Low Price,Alberta,Solar,Primary Fuel,2035,1513.026,,
Low Price,Alberta,Solar,Primary Fuel,2036,1637.856,,
Low Price,Alberta,Solar,Primary Fuel,2037,1729.835,,
Low Price,Alberta,Solar,Primary Fuel,2038,1756.115,,
Low Price,Alberta,Solar,Primary Fuel,2039,1782.396,,
Low Price,Alberta,Solar,Primary Fuel,2040,1808.677,,
Low Price,British Columbia,Solar,Primary Fuel,2005,0,,
Low Price,British Columbia,Solar,Primary Fuel,2006,0,,
Low Price,British Columbia,Solar,Primary Fuel,2007,0,,
Low Price,British Columbia,Solar,Primary Fuel,2008,0,,
Low Price,British Columbia,Solar,Primary Fuel,2009,0,,
Low Price,British Columbia,Solar,Primary Fuel,2010,0,,
Low Price,British Columbia,Solar,Primary Fuel,2011,0,,
Low Price,British Columbia,Solar,Primary Fuel,2012,0,,
Low Price,British Columbia,Solar,Primary Fuel,2013,0,,
Low Price,British Columbia,Solar,Primary Fuel,2014,0,,
Low Price,British Columbia,Solar,Primary Fuel,2015,0,,
Low Price,British Columbia,Solar,Primary Fuel,2016,0,,
Low Price,British Columbia,Solar,Primary Fuel,2017,0,,
Low Price,British Columbia,Solar,Primary Fuel,2018,7.008,,
Low Price,British Columbia,Solar,Primary Fuel,2019,7.008,,
Low Price,British Columbia,Solar,Primary Fuel,2020,6.5744,,
Low Price,British Columbia,Solar,Primary Fuel,2021,6.6138,,
Low Price,British Columbia,Solar,Primary Fuel,2022,6.6924,,
Low Price,British Columbia,Solar,Primary Fuel,2023,13.4974,,
Low Price,British Columbia,Solar,Primary Fuel,2024,13.515,,
